Source,Target,Weight
规划,协助,5
规划,方式,4
规划,衔接,3
规划,路段,1
规划,处,2
规划,智能网,3
规划,联,4
规划,Autonomous,6
规划,Vehicle,7
规划,CAV,52
规划,Connected,4
规划,往往,6
规划,低易,5
规划,引起,4
规划,后方,7
规划,人工,2
规划,应对,5
规划,HV,15
规划,超车,11
规划,混合,24
规划,车队,5
规划,跟随,6
规划,意愿,5
规划,分为,3
规划,有限,1
规划,状态机,2
规划,描述,3
规划,整数,19
规划,二次,13
规划,用于,21
规划,规划,6
规划,行程,7
规划,油耗,5
规划,最大化,3
规划,舒适度,1
规划,行,1
规划,Improved,3
规划,Passive,4
规划,Yielding,5
规划,IPYS,7
规划,更新,7
规划,Strategy,4
规划,减小,7
规划,负面影响,5
规划,强国,4
规划,建设,13
规划,综合,11
规划,立体,7
规划,交通网,8
规划,纲要,12
规划,深入,7
规划,实施,6
规划,基础设施,4
规划,数字化,3
规划,顺序,1
规划,里程,5
规划,调度,8
规划,邻域,7
规划,搜索,5
规划,变,3
规划,经验,2
规划,展望未来,3
规划,旨在,5
规划,信息化,7
规划,升级,7
规划,参考,5
规划,借鉴,3
规划,经营者,2
规划,说,1
性,安全性,7
性,经济性,5
性,绿灯,1
性,门控,2
性,层级,5
性,层次,4
性,类别,3
性,相似性,2
性,608333,5
性,实用性,7
性,195,4
性,01,7
性,背景,5
性,拥堵,5
性,困住,4
性,早,1
性,采集,3
性,实时性,5
性,泛化,5
性,系统集成,7
性,四大,8
性,原则,6
性,多源,4
性,管控,1
性,方案,2
性,重要,3
性,非线性,6
性,耦合,8
性,降噪,8
性,扰动,5
性,丢失,5
安全性,经济性,7
安全性,绿灯,3
安全性,红灯,2
经济性,绿灯,5
经济性,红灯,4
经济性,提,2
绿灯,红灯,8
绿灯,提,6
绿灯,实车,5
绿灯,3193,2
绿灯,4062,1
红灯,提,7
红灯,实车,4
红灯,3193,3
红灯,4062,2
提,实车,17
提,3193,10
提,4062,10
提,提,1
提,4258,5
提,所提,3
提,出行,1
提,集,3
提,效用,5
提,相近,7
提,拉普拉斯,7
提,差分,6
提,隐私,5
提,主流,4
提,攻击,3
实车,3193,11
实车,4062,9
实车,实车,2
实车,4258,5
实车,所提,5
实车,交,1
3193,4062,8
3193,4258,1
4062,4258,2
4258,所提,7
4258,交,5
所提,交,5
所提,行人,2
所提,E1E3,4
所提,采集,5
所提,结果显示,8
所提,三类,7
所提,071mFDE,4
所提,148m,3
交,行人,4
交,准确性,3
交,尤其,2
行人,准确性,10
行人,尤其,10
行人,干预,10
行人,情境,10
行人,行人,1
行人,突变,6
行人,图,10
行人,异构,7
行人,关系,5
行人,GNN,5
行人,邻接,2
行人,贡献,1
行人,响应,2
准确性,尤其,8
准确性,干预,5
准确性,情境,4
准确性,突变,1
准确性,旨在,5
准确性,信誉,13
准确性,评估,8
准确性,事件,8
准确性,确认,7
准确性,度为,6
准确性,更新,5
准确性,稳定,2
准确性,域,3
准确性,数值,5
准确性,深入,8
准确性,剖析,7
准确性,控制指令,6
准确性,延时,5
准确性,队列,5
准确性,稳定性,4
准确性,具体,3
准确性,结论,1
尤其,干预,6
尤其,情境,5
尤其,突变,2
尤其,难度,1
尤其,下均,2
尤其,取得,3
尤其,多种,5
尤其,弱,5
尤其,远距离,6
尤其,更强,3
尤其,点云,2
干预,情境,8
干预,突变,5
干预,满足,2
干预,现代,3
干预,实时,5
干预,认知,6
干预,主动,7
干预,特别,7
干预,混驾,5
干预,道路设施,5
干预,突发事件,2
干预,扰动,1
干预,反,1
干预,事实,2
干预,CE,5
干预,关系,11
干预,亲,6
干预,矩阵,7
干预,实体,7
干预,因果,4
干预,违法,2
情境,突变,4
情境,图,1
突变,图,4
突变,异构,3
图,异构,18
图,关系,5
图,GNN,3
图,站,4
图,一体化,5
图,调度,5
图,体,6
图,多源,4
图,划分,17
图,循环,3
图,图,11
图,类型,19
图,重点,6
图,优缺点,3
图,再次,2
图,局限性,3
图,Mamba,11
图,相关性,8
图,MambaHiLoGCN,6
图,CorGCN,5
图,相结合,4
图,灵活,3
图,探索,2
图,约,3
图,315121928,4
图,合理,5
图,监控,6
图,因果,7
图,推理方法,6
图,优势,4
图,旨在,5
图,解决,4
图,异质,2
图,时空图,3
图,HSTNN,7
图,异,11
图,质子,13
图,区分,7
图,实体,7
图,间,7
图,重要性,5
图,权重,3
异构,异构,4
异构,关系,4
异构,GNN,2
异构,RTDETRDV,1
异构,实时,2
异构,变换器,4
异构,RealTime,5
异构,RTDETR,6
异构,Detection,5
异构,漏检,7
异构,尺寸,4
异构,MultiScale,3
异构,Vehicle,2
异构,不足,1
异构,追溯,3
异构,分层,5
异构,架构设计,6
异构,多源,8
异构,自然语言,6
异构,SQL,4
异构,引擎,2
异构,保障系统,5
异构,可靠性,7
异构,整合,8
异构,优势互补,5
异构,破解,4
关系,GNN,7
关系,邻接,4
关系,支撑,5
关系,日常,6
关系,直接,8
关系,行车,8
关系,故对,6
关系,关键部件,5
关系,准确,5
关系,尤为,3
关系,XGBoost,1
关系,拥堵,6
关系,堵,4
关系,沙普利,4
关系,加法,5
关系,SHAP,3
关系,参与者,4
关系,交通安全,5
关系,防控,7
关系,之间,8
关系,日益,8
关系,紧密,7
关系,依赖,5
关系,经验,4
关系,判断,5
关系,事后,4
关系,处置,3
关系,管理模式,2
关系,非线性,8
关系,局限性,5
关系,因果,12
关系,反,5
关系,CE,9
关系,事实,4
关系,亲,13
关系,矩阵,11
关系,实体,13
关系,关系,4
关系,违法,5
关系,Acc,1
GNN,邻接,6
GNN,依赖,2
GNN,捕捉,1
邻接,依赖,5
邻接,捕捉,4
邻接,个体,3
依赖,捕捉,8
依赖,个体,7
依赖,症结,2
依赖,数据处理,5
依赖,不足,9
依赖,管控,8
依赖,设备,7
依赖,采集,6
依赖,远端,5
依赖,云,4
依赖,计算中心,3
依赖,交通安全,3
依赖,防控,5
依赖,日益,6
依赖,紧密,7
依赖,之间,4
依赖,经验,8
依赖,判断,7
依赖,事后,6
依赖,处置,5
依赖,管理模式,4
依赖,满足,4
依赖,现代,3
依赖,实时,1
依赖,亟待,2
依赖,深化,3
依赖,重要,4
依赖,三维,12
依赖,现有,4
依赖,标注,6
依赖,泛化,4
依赖,开放,1
依赖,若能,1
依赖,精细化,3
依赖,管理,4
依赖,直接,5
依赖,整体,5
依赖,能效,6
依赖,水平,7
依赖,低压配电,8
依赖,人工,7
依赖,操作,6
依赖,功率,5
依赖,调节,3
依赖,滞后,2
捕捉,个体,8
捕捉,MambaHiLoGCN,1
捕捉,Mamba,3
捕捉,CorGCN,4
捕捉,相结合,8
捕捉,探索,5
捕捉,依赖性,7
捕捉,准确,8
捕捉,灵活,4
捕捉,路段,7
捕捉,相互作用,5
捕捉,HiLo,3
捕捉,调整,5
捕捉,低频,5
捕捉,关注,7
捕捉,高频,4
捕捉,短期,8
捕捉,波动,7
捕捉,长期趋势,6
捕捉,DDPG,5
个体,速度,1
个体,出行,1
个体,力图,3
个体,分布,5
个体,攻击,6
个体,用于,7
个体,恢复,8
个体,可能,4
个体,活动,8
个体,隐私,5
个体,泄露,4
个体,均匀,2
个体,加噪,1
速度,加速度,8
速度,航向,7
速度,角,6
速度,先验,5
速度,突发,3
速度,窗,5
速度,路口,5
速度,冲突检测,7
速度,调整,8
速度,稳定,1
速度,域,2
速度,值得注意,4
速度,系数,12
速度,趋于,7
速度,极小值,8
速度,取值,5
速度,车头,5
速度,时距,4
速度,倒数,3
速度,竞赛,1
速度,参与率,2
速度,获奖,3
速度,数,4
速度,用人单位,5
速度,岗位,7
速度,跨学科,8
速度,协作,7
速度,大幅提高,4
速度,满意度,4
速度,85,2
速度,control,1
速度,CAVsconnected,5
速度,automated,7
速度,vehicles,8
速度,确保,6
速度,车流,5
速度,连续,4
速度,平稳,5
速度,障碍物,4
速度,避让,5
速度,55,5
速度,名,6
速度,采集,4
速度,横向,8
速度,方向盘,7
速度,转角,6
速度,操控,5
速度,滑动,4
速度,计算速度,1
加速度,航向,8
加速度,角,7
加速度,先验,4
加速度,突发,4
加速度,响应,1
航向,角,8
航向,先验,5
航向,突发,5
航向,响应,2
角,先验,6
角,突发,4
角,响应,3
角,SUMO,1
先验,突发,7
先验,响应,4
先验,SUMO,4
突发,响应,6
突发,SUMO,4
突发,三类,2
响应,SUMO,7
响应,三类,5
响应,E1E3,1
响应,预判,7
响应,支撑,4
响应,非机动车,11
响应,细粒度,9
响应,面临,2
响应,层次化,1
响应,头盔,1
响应,服装,2
响应,保持,7
响应,较强,8
响应,执法,3
响应,可行,1
响应,效果,5
响应,业务流程,6
响应,个性化,5
响应,供给,2
响应,现代,1
响应,现有,3
响应,普遍认为,3
响应,ACC,4
响应,测量,6
响应,延时,20
响应,忽略,6
响应,控制器,5
响应,指令,4
响应,下发,5
响应,执行器,4
响应,时延,2
响应,实景,5
响应,调度,13
响应,乘客,10
响应,利用率,5
响应,608333,2
响应,195,1
响应,范围,1
响应,即时,7
响应,订单,6
响应,分,12
响应,零售,5
响应,式,8
响应,城乡,8
响应,公交,11
响应,客货,11
响应,联运,4
响应,配送,2
响应,乡村,3
响应,运营,4
响应,区段,5
响应,若干,5
响应,划分,4
响应,集聚,7
响应,运输,4
响应,覆盖率,3
响应,运价,1
响应,调节,2
响应,总收入,5
响应,635614,4
响应,169186,4
响应,距离,4
响应,缩短,3
SUMO,三类,5
SUMO,E1E3,3
SUMO,采集,2
SUMO,调整,1
SUMO,23,4
SUMO,网格,5
SUMO,因变量,2
SUMO,选取,3
SUMO,AV,4
SUMO,HV,5
SUMO,搭建,7
SUMO,Python,8
SUMO,自动化,7
SUMO,获取,4
SUMO,多种,5
SUMO,综合,3
SUMO,混合,1
三类,E1E3,7
三类,采集,7
三类,结果显示,7
三类,071mFDE,4
三类,148m,5
三类,SocialLSTMSGCN,2
三类,现有,1
三类,记忆,1
三类,模拟,6
三类,高保真,4
三类,城市,7
三类,右,5
三类,转行,4
E1E3,采集,8
E1E3,结果显示,5
采集,结果显示,4
采集,城市交通,5
采集,终端,5
采集,效果,4
采集,业务流程,3
采集,数据处理,2
采集,不足,4
采集,管控,5
采集,设备,8
采集,远端,6
采集,云,5
采集,计算中心,4
采集,中央,3
采集,大脑,2
采集,右,2
采集,转行,3
采集,障碍物,7
采集,避让,8
采集,55,8
采集,名,7
采集,横向,5
采集,方向盘,4
采集,转角,3
采集,操控,2
采集,参考,4
采集,监控,6
采集,展开,8
采集,重要性,12
采集,采集,3
采集,实时性,8
采集,泛化,5
采集,系统集成,5
采集,四大,2
采集,优势,1
采集,ETC,3
采集,门架,4
采集,地磁,5
采集,多源,7
采集,摄像头,4
采集,选用,7
采集,LSTM,6
采集,交通流量,5
采集,高精度,1
结果显示,071mFDE,3
结果显示,148m,2
结果显示,链条,1
结果显示,知识,2
结果显示,图谱,3
结果显示,四级,4
结果显示,递进,5
结果显示,PBL,5
结果显示,实证,8
结果显示,式,4
结果显示,竞赛,6
结果显示,参与率,5
结果显示,获奖,4
结果显示,数,5
结果显示,用人单位,2
071mFDE,148m,8
071mFDE,SocialLSTMSGCN,5
071mFDE,现有,4
148m,SocialLSTMSGCN,6
148m,现有,5
SocialLSTMSGCN,现有,8
现有,尤为,1
现有,目视,4
现有,低且,6
现有,差,8
现有,方式,4
现有,人机交互,3
现有,不便,2
现有,上述,1
现有,恶意,2
现有,攻击,3
现有,自私,4
现有,不可,7
现有,信且,8
现有,易,7
现有,引发,6
现有,信誉,5
现有,贬值,4
现有,区块,2
现有,链,1
现有,巡航,2
现有,ACCAdaptive,4
现有,Cruise,5
现有,稳定性,6
现有,重要,14
现有,Control,4
现有,普遍认为,7
现有,ACC,14
现有,延时,18
现有,测量,4
现有,控制指令,6
现有,探究,4
现有,特性,6
现有,对系统,4
现有,项,3
现有,运用,2
现有,成为,2
现有,亟待,5
现有,深化,6
现有,三维,12
现有,标注,3
现有,泛化,1
现有,参考,2
现有,学术界,3
现有,制定,5
现有,前瞻,7
现有,政策,4
现有,融入,5
现有,不足,4
现有,方案,7
现有,式,3
现有,城乡,12
现有,公交,12
现有,联运,5
现有,调度,6
现有,客货,4
现有,线路,5
现有,普通,4
现有,快递,3
现有,即时,2
现有,零售,1
现有,多样性,1
现有,统一标准,2
现有,促进,3
现有,旨在,7
现有,解决,8
现有,监控,4
现有,可行,3
整体,贡献,6
整体,联动,2
整体,调度,1
整体,一致,2
整体,控制指令,4
整体,延时,5
整体,会,5
整体,缩减,7
整体,稳定,12
整体,域,10
整体,不会,6
整体,改变,5
整体,Ⅰ,4
整体,类,5
整体,值得注意,1
整体,IPYS,2
整体,CAV,11
整体,流量,5
整体,水平,13
整体,占,9
整体,2030,4
整体,之间,4
整体,跟随,1
整体,原始,1
整体,力图,3
整体,叠加,4
整体,幅度,5
整体,扰动,5
整体,分量,6
整体,抑制,8
整体,可控,4
整体,结构,8
整体,连续性,7
整体,破坏,6
整体,隐私,5
整体,长是,2
整体,车站,3
整体,负荷,5
整体,方式,7
整体,能效,16
整体,具有,7
整体,直接,13
整体,城市交通,4
整体,照明,2
整体,占据,2
整体,若能,5
整体,精细化,5
整体,管理,11
整体,低压配电,4
整体,人工,5
整体,操作,4
整体,功率,1
整体,派发,1
整体,及全,2
整体,流程,3
整体,终端,7
整体,运维,8
整体,无人机,4
整体,50,6
整体,设想,4
整体,温州,5
整体,已经,3
预判,支撑,6
预判,非机动车,5
预判,细粒度,4
预判,面临,4
预判,层次化,3
支撑,非机动车,8
支撑,细粒度,7
支撑,面临,5
支撑,层次化,4
支撑,难,3
支撑,缺乏,2
支撑,类内,1
支撑,调度,4
支撑,日常,6
支撑,直接,4
支撑,行车,4
支撑,故对,2
支撑,关键部件,1
支撑,应运而生,1
支撑,交通流量,5
支撑,决策控制,5
支撑,有力,8
支撑,ITS,4
支撑,成为,15
支撑,热点,5
支撑,背景,4
支撑,一体化,5
支撑,云,4
支撑,归纳,8
支撑,诉求,5
支撑,展望,4
支撑,耦合,1
支撑,升级,1
支撑,数字化,2
支撑,建设,14
支撑,安全可靠,5
支撑,绿色,5
支撑,现代化,6
支撑,耐久,4
支撑,基础设施,7
支撑,运维,6
支撑,被动,4
支撑,反应,5
支撑,主动,4
支撑,预防,3
支撑,转变,2
支撑,优势,2
支撑,城市规划,3
支撑,管理,4
支撑,展现出,7
支撑,强大,8
支撑,测绘,5
支撑,地理信息,4
支撑,城市,4
支撑,层,4
支撑,应用层,4
支撑,五层,5
支撑,层级,6
支撑,功能定位,7
支撑,架构设计,6
支撑,山西省,7
支撑,信息化,5
非机动车,细粒度,16
非机动车,面临,6
非机动车,层次化,5
非机动车,难,4
非机动车,缺乏,3
非机动车,类内,2
非机动车,较强,5
非机动车,保持,4
非机动车,执法,4
非机动车,可行,4
非机动车,方案,3
非机动车,无人机,2
非机动车,UAV,1
细粒度,面临,7
细粒度,层次化,6
细粒度,难,5
细粒度,缺乏,4
细粒度,类内,3
细粒度,层次,3
细粒度,类别,4
细粒度,相似性,5
细粒度,相同,7
细粒度,大类,8
细粒度,子类,8
细粒度,分数,6
细粒度,方差,5
细粒度,符合,3
细粒度,层级,2
细粒度,结构,1
细粒度,保持,5
细粒度,较强,4
细粒度,执法,5
细粒度,可行,5
细粒度,方案,4
细粒度,无人机,3
细粒度,UAV,2
细粒度,三维,1
面临,层次化,8
面临,难,5
面临,缺乏,4
面临,类内,5
面临,复杂性,3
面临,日趋,4
面临,保有量,5
面临,持续上升,6
面临,机动车,4
面临,污染,6
面临,严峻,5
面临,应对,5
面临,上述,4
面临,背景,4
面临,意义,5
面临,交通流量,11
面临,诸多,8
面临,介绍,6
面临,上将,1
面临,贯彻,1
面临,全球化,3
面临,城市化,4
面临,双碳,5
面临,多重,5
面临,变革,7
面临,成为,5
面临,破解,4
面临,推理方法,1
面临,优势,3
面临,旨在,4
面临,解决,5
面临,差及,4
面临,解释性,5
面临,不足,4
面临,HSTNNHCDECE,1
层次化,难,9
层次化,缺乏,9
层次化,类内,9
层次化,调制,20
层次化,自行车,21
层次化,及多类,9
层次化,配送,9
层次化,图像,13
层次化,集,11
层次化,FNVID,11
层次化,层次化,4
层次化,AHM,7
层次化,对齐,5
层次化,序列,1
难,缺乏,8
难,类内,7
难,调制,2
缺乏,类内,8
缺乏,调制,3
类内,调制,4
调制,自行车,9
调制,及多类,4
调制,配送,5
调制,图像,4
调制,FNVID,5
调制,集,4
调制,AHM,7
调制,对齐,6
调制,序列,2
自行车,及多类,13
自行车,配送,13
自行车,自行车,4
自行车,图像,11
自行车,集,7
自行车,FNVID,5
及多类,配送,8
及多类,图像,5
及多类,集,3
及多类,FNVID,2
配送,图像,4
配送,集,4
配送,FNVID,3
配送,23,2
配送,28,3
配送,百分点,4
配送,聚焦,8
配送,箱,8
配送,头盔,7
配送,服装,6
配送,保持,1
配送,公交,6
配送,线路,3
配送,快递,5
配送,即时,16
配送,零售,17
配送,订单,26
配送,普通,4
配送,乡村,8
配送,运营,7
配送,区段,6
配送,划分,5
配送,若干,4
配送,集聚,1
配送,客货,2
配送,覆盖率,5
配送,运输,4
配送,时效,8
配送,实时,10
配送,加急,9
配送,程度,8
配送,系数,8
配送,顺序,8
配送,调整,5
配送,里程,4
配送,混合,2
配送,整数,1
配送,乘客,1
配送,出行,2
配送,前提,3
配送,下相,4
配送,比较,5
配送,客运,5
配送,情景,6
配送,增加,7
配送,货物,8
配送,收入,8
配送,占,7
配送,总收入,11
配送,395721,5
图像,集,7
图像,FNVID,6
图像,AHM,2
图像,对齐,1
图像,视角,1
图像,成为,2
图像,ITS,5
图像,补充,7
图像,航拍,8
图像,密集,6
图像,漂移,4
图像,透视,5
图像,畸变,4
图像,域,10
图像,偏移,1
图像,补全,6
图像,转化,3
图像,单目,6
图像,红绿蓝,7
图像,RGB,16
图像,任务,4
图像,稀疏,8
图像,激光雷达,7
图像,LiDAR,6
图像,稠密,5
图像,伪点,4
图像,云,3
图像,二维,1
图像,知识,3
图像,蒸馏,4
图像,教师,5
图像,网络结构,7
图像,朝向,6
图像,迁移,4
图像,至点,5
图像,云域,4
图像,弱,2
图像,mAP05,1
图像,8640,2
图像,9090mAP05095,4
图像,6760,5
图像,7100,5
图像,实验设计,6
图像,数据处理,8
图像,促进,4
图像,理解,2
集,FNVID,8
集,AHM,4
集,对齐,3
集,演进,3
集,历程,4
集,ITS,6
集,归纳,4
集,深入,8
集,网络结构,6
集,轻量化,3
集,RGB,1
集,经典,5
集,交通流量,8
集,总结,3
集,无人驾驶,1
集,交通标志,3
集,选取,5
集,TT100k,6
集,运用,10
集,标志,10
集,替换法,10
集,加雾,8
集,加雨,10
集,集,1
集,YOLOv8,6
集,隐私,5
集,敏感度,7
集,合成,5
集,出行,7
集,两类,4
集,效用,5
集,相近,5
集,拉普拉斯,1
集,帧,1
集,多种,3
集,UADETRAC,6
集,专用,4
集,具有,4
集,良好,5
集,泛化,4
集,用户,2
集,飞速发展,1
集,深刻影响,3
集,综合,4
集,运输,5
集,管理模式,6
集,研判,5
集,支持,5
集,指挥,4
集,一体,2
FNVID,AHM,5
FNVID,对齐,4
FNVID,符合,3
FNVID,层级,4
FNVID,结构,5
FNVID,分布,5
FNVID,类间,7
FNVID,YOLOv8,4
FNVID,YOLOv8AHM,3
FNVID,mAP50,1
AHM,对齐,8
AHM,序列,4
AHM,Mamba,2
对齐,序列,5
对齐,Mamba,3
对齐,选择性,1
序列,Mamba,7
序列,选择性,5
序列,门控,3
Mamba,选择性,7
Mamba,门控,5
Mamba,局限性,5
Mamba,相关性,13
Mamba,MambaHiLoGCN,11
Mamba,Mamba,4
Mamba,CorGCN,11
Mamba,相结合,9
Mamba,灵活,7
Mamba,探索,5
Mamba,依赖性,5
Mamba,准确,4
Mamba,路段,1
选择性,门控,5
选择性,层级,2
门控,层级,4
层级,大类,1
层级,子类,3
层级,分数,5
层级,符合,8
层级,方差,4
层级,结构,8
层级,分布,6
层级,类间,4
层级,层,9
层级,网络层,2
层级,应用层,5
层级,五层,6
层级,架构设计,7
层级,功能定位,8
层级,山西省,4
层级,信息化,4
层级,建设,2
层次,类别,8
层次,相似性,7
层次,相同,5
层次,大类,4
层次,子类,2
类别,相似性,8
类别,相同,4
类别,大类,5
类别,子类,3
类别,分数,1
相似性,相同,5
相似性,大类,4
相似性,子类,4
相似性,分数,2
相似性,方差,1
相同,大类,8
相同,子类,6
相同,分数,4
相同,方差,5
相同,符合,1
大类,子类,7
大类,分数,5
大类,方差,4
大类,符合,2
子类,分数,7
子类,方差,6
子类,符合,4
子类,结构,2
分数,方差,8
分数,符合,4
分数,结构,4
分数,分布,2
方差,符合,5
方差,结构,5
方差,分布,3
方差,类间,1
符合,结构,7
符合,分布,5
符合,类间,5
符合,563,2
符合,帧,3
符合,率,4
符合,可达,5
符合,FPS,5
符合,问答,6
符合,响应速度,8
符合,预期,8
符合,相对,4
符合,低成本,3
符合,实用,2
符合,智能化,1
符合,违法,5
符合,执法,7
符合,适用,5
符合,城市,3
结构,分布,7
结构,类间,5
结构,隐私,8
结构,泄露,3
结构,均匀,5
结构,加噪,6
结构,兼顾,13
结构,保持,8
结构,抗,10
结构,攻击能力,4
结构,可用性,5
结构,涵盖,7
结构,多种,8
结构,攻击,7
结构,对抗,5
结构,集将,5
结构,攻击者,2
结构,力图,2
结构,叠加,3
结构,幅度,4
结构,可控,5
结构,分量,5
结构,抑制,7
结构,扰动,16
结构,连续性,8
结构,破坏,7
结构,恢复,4
结构,降噪,5
结构,丢失,6
结构,具有,7
结构,最终,1
分布,类间,7
分布,YOLOv8,2
分布,预警,2
分布,延寿,3
分布,增韧,4
分布,专刊,5
分布,出行,5
分布,力图,7
分布,可能,8
分布,攻击,6
分布,用于,5
分布,恢复,4
分布,活动,4
分布,隐私,1
类间,YOLOv8,4
类间,YOLOv8AHM,1
YOLOv8,YOLOv8AHM,6
YOLOv8,mAP50,4
YOLOv8,932mAP5095,4
YOLOv8,887,2
YOLOv8,基线,1
YOLOv8,标志,1
YOLOv8,替换法,2
YOLOv8,加雾,3
YOLOv8,加雨,4
YOLOv8,对象,1
YOLOv8AHM,mAP50,7
YOLOv8AHM,932mAP5095,5
YOLOv8AHM,887,5
YOLOv8AHM,基线,4
YOLOv8AHM,23,1
mAP50,932mAP5095,7
mAP50,887,5
mAP50,基线,4
mAP50,23,3
mAP50,28,2
mAP50,百分点,1
932mAP5095,887,7
932mAP5095,基线,6
932mAP5095,23,5
932mAP5095,28,4
932mAP5095,百分点,3
887,基线,8
887,23,5
887,28,4
887,百分点,5
基线,23,6
基线,28,5
基线,百分点,4
基线,MambaHiLoGCN,2
基线,各项,3
基线,18,7
基线,种,8
基线,上均,4
基线,包括,7
基线,HAARIMALSTMGRUCNNDCRNNGMANTGCNSTGCNASTGCNSTSGCNAGCRNSTGODESTCGCNBiSTATASTMGODEASTTN,6
基线,DDGformer,5
23,28,8
23,百分点,7
23,聚焦,3
23,箱,1
23,网格,8
23,强度,4
28,百分点,8
28,聚焦,4
28,箱,2
28,头盔,1
百分点,聚焦,5
百分点,箱,3
百分点,头盔,2
百分点,服装,1
聚焦,箱,7
聚焦,头盔,6
聚焦,服装,5
聚焦,透视,1
聚焦,畸变,2
聚焦,域,4
聚焦,偏移,5
聚焦,高精度,5
聚焦,无人机,5
聚焦,航拍,4
聚焦,梳理,1
聚焦,载体,8
聚焦,语言,8
聚焦,大模,7
聚焦,加快,5
聚焦,背景,3
聚焦,成为,4
聚焦,重要,5
聚焦,课题,6
聚焦,信号灯,8
聚焦,单,6
聚焦,交叉路口,8
聚焦,调度,4
聚焦,满足,4
聚焦,联动,2
聚焦,反,1
聚焦,事实,2
聚焦,定量,3
聚焦,评估,4
聚焦,可信性,5
聚焦,依次,8
聚焦,动作,7
聚焦,违法,4
箱,头盔,8
箱,服装,7
箱,保持,2
箱,较强,1
头盔,服装,8
头盔,保持,3
头盔,较强,2
服装,保持,4
服装,较强,3
保持,较强,8
保持,执法,1
保持,信誉,2
保持,动态平衡,3
保持,精确度,6
保持,召回,7
保持,率,8
保持,82,8
保持,81,7
保持,隐蔽性,4
保持,恶意,5
保持,开关,4
保持,攻击,3
保持,min,1
保持,调整,3
保持,邻接矩阵,4
保持,确保,5
保持,复杂多变,5
保持,高精度,8
保持,多个,7
保持,MambaHiLoGCN,2
保持,各项,1
保持,隐私,13
保持,泄露,2
保持,加噪,5
保持,兼顾,7
保持,均匀,4
保持,抗,8
保持,信息压缩,3
保持,使高,4
保持,敏感区域,13
保持,更强,5
保持,扰动,6
保持,获得,4
保持,更高,8
保持,保真度,7
保持,敏感度,7
保持,两类,2
保持,合成,1
较强,执法,2
执法,可行,7
执法,方案,6
执法,无人机,5
执法,UAV,4
执法,三维,5
执法,机动性,4
执法,俯视,3
执法,视角,2
执法,成为,1
执法,交通流量,1
执法,监测,2
执法,管理,3
执法,交通安全,4
执法,主动,5
执法,违法,9
执法,防控,4
执法,基础设施,8
执法,适用,7
执法,城市,5
执法,隧道,1
可行,方案,23
可行,无人机,7
可行,UAV,6
可行,三维,5
可行,机动性,4
可行,俯视,5
可行,视角,4
可行,成为,3
可行,稳定性,6
可行,预警,6
可行,参考,7
可行,道路交通,6
可行,水平,4
可行,具有,4
可行,一定,3
可行,意义,2
可行,缓解,1
可行,优异,3
可行,工程化,6
可行,城市化,6
可行,进程,5
可行,不断,4
可行,加快,5
可行,日趋严重,2
可行,背景,1
可行,旨在,1
可行,解决,2
可行,监控,6
可行,交通管理,5
可行,智能化,4
可行,精细化,5
可行,化,5
可行,运营,6
可行,科学,8
可行,信息化,5
可行,架构,3
可行,演进,2
可行,展开,1
方案,无人机,8
方案,UAV,7
方案,三维,6
方案,机动性,5
方案,俯视,4
方案,视角,5
方案,成为,4
方案,ITS,1
方案,道路,6
方案,组织,8
方案,改扩建,4
方案,制定,14
方案,原则,7
方案,施工,21
方案,协调,12
方案,管理策略,4
方案,发现,5
方案,顺利,3
方案,实施,2
方案,关键在于,1
方案,功能,2
方案,交通流量,3
方案,工序,5
方案,科学合理,6
方案,疏导,8
方案,管理,6
方案,周边环境,2
方案,前瞻,3
方案,融入,7
方案,不足,8
方案,无人驾驶,2
方案,城市,3
方案,建设,6
方案,可操作性,8
方案,具有,8
方案,重要,15
方案,现代,5
方案,信息技术,4
方案,飞速发展,3
方案,深刻影响,1
方案,解决,1
方案,监控,5
方案,交通管理,6
方案,智能化,5
方案,精细化,4
方案,化,5
方案,科学,6
方案,运营,11
方案,信息化,5
方案,架构,5
方案,演进,4
方案,展开,3
方案,三角,1
方案,公路,2
方案,隧道,9
方案,管控,8
方案,合理,4
方案,非线性,5
方案,耦合,3
方案,降噪,1
无人机,UAV,8
无人机,三维,7
无人机,机动性,6
无人机,俯视,5
无人机,视角,4
无人机,成为,5
无人机,ITS,2
无人机,偏移,1
无人机,高精度,3
无人机,航拍,8
无人机,梳理,5
无人机,演进,4
无人机,脉络,3
无人机,剖析,2
无人机,核心技术,1
无人机,轻量化,2
无人机,RGB,4
无人机,关键技术,6
无人机,全面,7
无人机,总结,8
无人机,交通流量,6
无人机,监测,5
无人机,管理,12
无人机,交通安全,5
无人机,主动,4
无人机,防控,3
无人机,违法,1
无人机,设备,2
无人机,异常,3
无人机,复核,4
无人机,工单,5
无人机,及全,5
无人机,流程,6
无人机,派发,4
无人机,终端,6
无人机,运维,5
无人机,50,3
无人机,设想,1
UAV,三维,8
UAV,机动性,7
UAV,俯视,6
UAV,视角,5
UAV,成为,4
UAV,ITS,3
三维,机动性,8
三维,俯视,7
三维,视角,6
三维,成为,6
三维,ITS,4
三维,深化,6
三维,重要,8
三维,亟待,4
三维,三维,10
三维,标注,26
三维,泛化,8
三维,不足,4
三维,开放,3
三维,未知,3
三维,低成本,12
三维,无需,12
三维,弱,21
三维,适应性,1
